image_name,x1,x2,y1,y2
1474723840903DSC08089.png,212.89068603515625,212.89068603515625,69.56919860839844,267.77647399902344
1473231475010DeeplearnS11276.png,80.34351348876953,371.76627349853516,131.52899169921875,131.52899169921875
JPEG_20161205_135307_1000155917326.png,92.60768127441406,274.3479309082031,24.374887466430664,307.47104835510254
JPEG_20160711_123440_1000518778437.png,181.82476806640625,181.82476806640625,76.52738952636719,240.0190887451172
JPEG_20160803_115329_100034020722.png,70.24744415283203,341.0740737915039,33.549564361572266,315.3277015686035
147444974116511473239803010-Mast--Harbour-Men-Blue-Printed-Regular-Boat-Shoes-3651473239802717-2.png,207.83087158203125,207.83087158203125,39.54444122314453,348.2816848754883
JPEG_20160622_110649_1000527459853.png,104.10025787353516,267.9557876586914,103.34735107421875,131.47235679626465
JPEG_20160823_120737_1000784898268.png,53.183074951171875,374.6789245605469,65.80940246582031,230.4582061767578
1480965956645IMG_3094.png,178.9993438720703,178.9993438720703,65.49855041503906,264.4627380371094
14732348976417a565e40d545452688130062b267a2d2.png,36.976341247558594,426.7307357788086,30.7117919921875,344.3155517578125
1474723374370DSC07852.png,243.76210021972656,243.76210021972656,50.56534957885742,387.8316764831543
JPEG_20160820_111118_100011668802.png,81.87837982177734,268.5917434692383,55.06067657470703,245.73050689697266
JPEG_20160706_105226_100087855419.png,92.69087219238281,257.83111572265625,108.50962829589844,108.50962829589844
JPEG_20160621_155839_100073846506.png,157.29258728027344,157.29258728027344,77.63020324707031,215.06190490722656
1480940089861_R2A1904.png,165.33609008789062,165.33609008789062,171.98678588867188,171.98678588867188
1474637513144DSC06780.png,193.45761108398438,193.45761108398438,51.311241149902344,282.15406036376953
JPEG_20161123_170015_1000183903221.png,209.27525329589844,209.27525329589844,36.97117614746094,361.93251037597656
JPEG_20161205_152655_1000319785884.png,77.66802215576172,328.93106842041016,55.359764099121094,251.58521270751953
14806550588121473324459p2-500x500.png,43.29264450073242,362.40998458862305,43.63239288330078,269.59224700927734
JPEG_20160913_110021_1000554801748.png,99.24382781982422,288.76753997802734,117.09430694580078,117.09430694580078
JPEG_20161028_113656_1000884495593.png,37.057559967041016,423.91220474243164,55.22978973388672,273.87342071533203
1480485006674IMG_20161129_181135.png,4.585904121398926,495.26269245147705,76.52516174316406,259.47691345214844
