image_name,x1,x2,y1,y2
1474723840903DSC08089.png,249.27796936035156,520.2417144775391,48.749996185302734,450.41588973999023
1473231475010DeeplearnS11276.png,75.05514526367188,670.3894348144531,155.8562469482422,418.1345977783203
JPEG_20161205_135307_1000155917326.png,187.1531982421875,651.9880676269531,54.00954818725586,512.0012474060059
JPEG_20160711_123440_1000518778437.png,183.42474365234375,494.1231994628906,68.96411895751953,390.22879791259766
JPEG_20160803_115329_100034020722.png,146.69677734375,613.4701538085938,84.6489028930664,481.28873443603516
147444974116511473239803010-Mast--Harbour-Men-Blue-Printed-Regular-Boat-Shoes-3651473239802717-2.png,128.59605407714844,507.6204071044922,48.472286224365234,408.9338035583496
JPEG_20160622_110649_1000527459853.png,64.73306274414062,519.3665466308594,100.6784896850586,344.8399124145508
JPEG_20160823_120737_1000784898268.png,131.88134765625,560.6716918945312,89.47076416015625,441.4366149902344
1480965956645IMG_3094.png,120.15825653076172,685.1300582885742,103.55595397949219,454.82078552246094
14732348976417a565e40d545452688130062b267a2d2.png,108.28160095214844,613.4268951416016,80.11217498779297,433.2995834350586
1474723374370DSC07852.png,219.17034912109375,513.6322937011719,36.05137252807617,440.8345756530762
JPEG_20160820_111118_100011668802.png,162.39694213867188,507.0166931152344,71.97673797607422,398.26058197021484
JPEG_20160706_105226_100087855419.png,79.33710479736328,506.4115982055664,88.26598358154297,352.8702621459961
JPEG_20160621_155839_100073846506.png,241.44775390625,520.4171142578125,50.97975540161133,450.5697822570801
1480940089861_R2A1904.png,160.7295379638672,642.4430999755859,99.38448333740234,439.5245590209961
1474637513144DSC06780.png,183.3370361328125,474.32293701171875,44.2933235168457,402.39580154418945
JPEG_20161123_170015_1000183903221.png,191.91412353515625,487.0086669921875,37.876625061035156,412.6148452758789
JPEG_20161205_152655_1000319785884.png,152.26776123046875,544.7590026855469,88.29264068603516,425.58939361572266
14806550588121473324459p2-500x500.png,150.0048828125,562.7769165039062,66.9688491821289,427.4227981567383
JPEG_20160913_110021_1000554801748.png,121.45805358886719,656.5694427490234,145.48780822753906,391.76434326171875
JPEG_20161028_113656_1000884495593.png,123.48705291748047,651.073600769043,123.87303161621094,465.9074249267578
1480485006674IMG_20161129_181135.png,56.982093811035156,670.5177383422852,98.66085052490234,450.6010971069336
1468666217374JPEG_20160712_164026_1000951901481.png,41.7259635925293,555.0417594909668,101.46353912353516,362.8972854614258
1475159286472DSC08150.png,218.85682678222656,515.0543060302734,85.78119659423828,414.0372085571289
1473662770499DeeplearnS11593.png,98.91685485839844,770.6312713623047,111.61495208740234,526.3380661010742
JPEG_20161121_172423_1000451802749.png,153.77200317382812,628.2628173828125,124.613037109375,416.09002685546875
JPEG_20160711_112635_1000386061474.png,125.65363311767578,524.9462966918945,104.92647552490234,349.66678619384766
JPEG_20161125_170806_1000294132098.png,199.4483184814453,506.68357849121094,72.41840362548828,412.07215118408203
1473664771684DeeplearnS11641.png,49.534217834472656,605.7845230102539,127.90473175048828,400.8588638305664
JPEG_20161125_142000_1000881308475.png,158.89324951171875,610.5790710449219,105.13587951660156,492.6269073486328
JPEG_20161118_130619_1000234318180.png,192.9610137939453,630.3766021728516,75.27104187011719,458.82151794433594
JPEG_20161126_173920_1000722732321.png,86.02925109863281,644.7828521728516,80.08209228515625,467.13525390625
1480965914378IMG_3091.png,65.87065887451172,568.4672164916992,51.776493072509766,368.308780670166
JPEG_20161028_113801_1000834228994.png,216.1743621826172,558.4160003662109,70.37501525878906,463.3125762939453
JPEG_20160527_132045_1000754722948.png,140.93736267089844,564.2423553466797,105.44122314453125,426.04705810546875
1474630500639DSC08168.png,89.13902282714844,609.5245819091797,95.32323455810547,450.07247161865234
1480604337122_R2A5871.png,78.75132751464844,561.3468170166016,66.63031768798828,408.22779083251953
JPEG_20160526_131015_1000774672877.png,146.7737579345703,616.4078521728516,90.89360809326172,477.58858489990234
JPEG_20161124_133820_1000408773191.png,196.7749481201172,481.2369842529297,34.1904411315918,424.5225028991699
JPEG_20161202_175058_1000981167934.png,101.42224884033203,610.8983535766602,135.5605926513672,395.0747833251953
JPEG_20160628_125830_1000217908431.png,129.70956420898438,597.1963500976562,124.7977523803711,397.6135482788086
JPEG_20160820_160507_1000249071692.png,86.60791015625,564.3396911621094,119.394775390625,368.19300842285156
JPEG_20160805_183420_1000172602371.png,61.27200698852539,533.1598243713379,63.87263870239258,372.86613845825195
JPEG_20161130_165327_1000403284746.png,63.15132522583008,659.9715766906738,172.7014923095703,412.4281921386719
JPEG_20160607_164241_1000166500949.png,144.07284545898438,549.6288146972656,81.77222442626953,410.26822662353516
JPEG_20160625_121426_1000756352197.png,127.23311614990234,645.1628036499023,160.57522583007812,408.1822204589844
147771816901820161028_154719.png,100.37178802490234,675.2812728881836,137.51107788085938,465.4749450683594
JPEG_20161011_163049_1000951839162.png,114.12069702148438,583.3380737304688,139.24986267089844,388.373779296875
JPEG_20161117_185714_1000710683582.png,230.09039306640625,583.908935546875,83.24983978271484,470.4873275756836
JPEG_20161130_152547_1000951985749.png,44.00712203979492,617.9959526062012,130.1387176513672,365.1770324707031
JPEG_20161208_180645_1000228838877.png,162.38165283203125,551.3001403808594,28.772924423217773,463.79633140563965
JPEG_20161028_115228_1000768175676.png,85.46236419677734,730.1640853881836,170.86354064941406,456.0290069580078
JPEG_20160621_115706_1000438377463.png,214.88006591796875,521.478515625,74.09768676757812,411.6462707519531
147323496557220.png,112.21229553222656,476.47547912597656,38.92340087890625,369.95135498046875
1480962299073_R2A2486.png,120.98540496826172,603.5873336791992,78.85099029541016,395.8078079223633
JPEG_20160513_161529_1000492237814.png,144.34683227539062,574.8661804199219,98.23607635498047,402.7658004760742
JPEG_20160608_170951_1000543663668.png,123.84142303466797,695.998893737793,113.85652923583984,475.1999740600586
